2664	103834	4
193	u762
194	m498
195	m1023
196	m92
197	m1676
198	m1143
199	m376
200	m690
201	u169
202	u812
203	u825
204	m1378
205	u541
206	m1270
207	u703
208	m1646
209	m1218
210	m50
211	m601
212	m760
213	u178
214	m1240
215	m153
216	u845
217	m1625
218	u549
219	m434
220	u291
221	m591
222	m1614
223	m26
224	g9
225	u775
226	m748
227	m108
228	m207
229	m1494
230	m104
231	m476
232	m913
233	m1354
234	m436
235	u226
236	m1492
237	m610
238	u679
239	u299
240	m544
241	m1137
242	u752
243	u1
244	m1004
245	m862
246	u939
247	u941
248	u30
249	u446
250	u537
251	u662
252	u846
253	u422
254	m1250
255	m971
256	m975
257	u146
258	m244
259	m780
260	u133
261	m100
262	m1390
263	u928
264	u748
265	m75
266	m54
267	m482
268	m1669
269	m260
270	m1526
271	m892
272	m386
273	u512
274	m427
275	m230
276	u255
277	m414
278	u592
279	u516
280	u385
281	m629
282	u199
283	u165
284	u218
285	u367
286	m90
287	m1667
288	m1674
289	u384
290	m1511
291	m146
292	m1543
293	u361
294	m1375
295	m1415
296	m70
297	m318
298	m266
299	m1248
300	m1594
301	m510
302	m10
303	u466
304	u38
305	u875
306	m1120
307	u437
308	u714
309	m534
310	m612
311	m797
312	m528
313	m82
314	m1232
315	u618
316	m900
317	u462
318	m1655
319	m532
320	m1370
321	m49
322	u46
323	m1361
324	m626
325	m475
326	u798
327	u419
328	m252
329	m71
330	m1571
331	u805
332	u253
333	m1338
334	u363
335	m968
336	m1092
337	m1185
338	m774
339	m1480
340	m658
341	m1455
342	m307
343	m280
344	u833
345	m515
346	m411
347	m1281
348	m1377
349	m347
350	u8
351	m820
352	m1109
353	m328
354	m81
355	m713
356	u934
357	m139
358	m931
359	m1177
360	m1393
361	m1330
362	m936
363	u859
364	m501
365	m957
366	m36
367	m116
368	m115
369	m1208
370	m992
371	m633
372	m707
373	u124
374	m805
375	m322
376	m210
377	m1581
378	u102
379	m1085
380	u335
381	m1640
382	u577
383	m1098
384	u150
385	m1079
386	u591
387	u451
388	m520
389	u170
390	m907
391	u197
392	m897
393	u274
394	m732
395	m301
396	u409
397	m772
398	m1002
399	u391
400	u766
401	m508
402	u525
403	u555
404	u219
405	m779
406	m681
407	u285
408	m807
409	m1275
410	u447
411	m597
412	m788
413	m1608
414	u485
415	u320
416	u910
417	m48
418	u161
419	m430
420	m609
421	m1044
422	m80
423	u924
424	m1599
425	m578
426	u821
427	m1080
428	u920
429	u584
430	m1670
431	u793
432	m963
433	m1176
434	o7
435	m141
436	u616
437	u196
438	m812
439	u273
440	u481
441	m1119
442	o9
443	u171
444	m1553
445	u671
446	m496
447	m635
448	m1260
449	m1518
450	m348
451	m1214
452	m233
453	m1088
454	u89
455	m701
456	m1501
457	u324
458	u820
459	m1256
460	u542
461	u747
462	m550
463	u796
464	m1548
465	m1371
466	m851
467	m350
468	m372
469	m1269
470	m164
471	m159
472	m985
473	m733
474	m1559
475	u380
476	m1310
477	m246
478	m767
479	u608
480	u838
481	m604
482	u484
483	u48
484	m798
485	m248
486	m923
487	u488
488	m298
489	m951
490	m1201
491	u28
492	m272
493	u794
494	u138
495	m1202
496	m873
497	u489
498	u407
499	u33
500	m1302
501	m257
502	m242
503	m1112
504	m877
505	u266
506	m188
507	m231
508	m342
509	u45
510	m340
511	m1349
512	m1150
513	u720
514	u494
515	m1554
516	m2
517	m264
518	u449
519	m1537
520	m946
521	m566
522	m1506
523	u682
524	u760
525	u435
526	u493
527	u156
528	m1245
529	m1456
530	u49
531	m1503
532	u364
533	m1606
534	m1416
535	u249
536	m1084
537	u835
538	u312
539	m494
540	m1360
541	m1196
542	u515
543	m344
544	m137
545	m695
546	m511
547	m417
548	u558
549	m20
550	m1320
551	m1188
552	u439
553	m993
554	m32
555	m222
556	m894
557	m375
558	m267
559	u891
560	u749
561	m634
562	m335
563	m235
564	m526
565	m1265
566	m518
567	m861
568	u902
569	m1053
570	m1631
571	m886
572	m1090
573	u534
574	u87
575	m753
576	m1131
577	u660
578	m178
579	u214
580	m396
581	m356
582	m943
583	u510
584	m368
585	m12
586	m739
587	m698
588	u425
589	u791
590	u180
591	m535
592	m158
593	m599
594	m306
595	m161
596	m1288
597	u148
598	u639
599	m113
600	u454
601	u237
602	u580
603	m1383
604	m1496
605	u271
606	m1644
607	u611
608	m1282
609	u260
610	u381
611	u98
612	m1535
613	m194
614	u225
615	m1509
616	m1585
617	m1485
618	u567
619	u612
620	m576
621	m837
622	u441
623	m840
624	u565
625	u769
626	m294
627	u272
628	u547
629	u523
630	u648
631	m551
632	m1493
633	m815
634	m1355
635	m371
636	u554
637	m912
638	u468
639	m640
640	m738
641	m1258
642	u51
643	m1153
644	m310
645	m830
646	u863
647	m919
648	u670
649	m742
650	u886
651	u293
652	u359
653	u630
654	u914
655	m118
656	m157
657	u774
658	m403
659	u399
660	m1510
661	m1521
662	m355
663	m445
664	m860
665	m1436
666	m74
667	m1413
668	m1419
669	m644
670	m1190
671	u708
672	u382
673	u270
674	m925
675	m1290
676	m109
677	m1604
678	m831
679	u76
680	m523
681	u228
682	m982
683	m478
684	m759
685	u583
686	m529
687	u644
688	m924
689	m1104
690	o16
691	m627
692	u702
693	m1580
694	u305
695	m719
696	m1613
697	m842
698	u750
699	m336
700	m1145
701	m1272
702	o13
703	m995
704	u84
705	m1186
706	m1156
707	m1038
708	m1584
709	m1010
710	m61
711	u288
712	m1573
713	u151
714	m1251
715	m589
716	m1206
717	m1477
718	m55
719	u730
720	m326
721	m947
722	m704
723	m1070
724	u397
725	m1439
726	m1458
727	m1096
728	u470
729	m1467
730	m1064
731	m367
732	u389
733	m502
734	m1078
735	u116
736	u333
737	m225
738	m1254
739	u860
740	m387
741	m1598
742	u411
743	m618
744	m962
745	m888
746	m354
747	m373
748	m1069
749	u658
750	m1011
751	m1453
752	m38
753	m1483
754	u594
755	u513
756	u908
757	m11
758	m1123
759	u461
760	m203
761	u655
762	m751
763	m1632
764	u432
765	m883
766	u413
767	u426
768	u248
769	u43
770	u298
771	m887
772	m1071
773	u181
774	m945
775	m481
776	u559
777	u110
778	m1388
779	u874
780	u262
781	m489
782	u675
783	m1376
784	u806
785	m366
786	m325
787	m212
788	m1397
789	u175
790	m786
791	u711
792	m596
793	u318
794	m201
795	m28
796	m711
797	u234
798	m1486
799	m351
800	u20
801	u211
802	u374
803	m1473
804	m692
805	m1047
806	u566
807	m148
808	m1630
809	m586
810	m249
811	m1236
812	m1280
813	m265
814	u56
815	m699
816	u885
817	u647
818	m1565
819	m980
820	u355
821	m85
822	m808
823	m557
824	u518
825	u354
826	m1474
827	g11
828	u251
829	u54
830	m702
831	m1174
832	u861
833	m251
834	m497
835	u561
836	m41
837	m981
838	m1616
839	u179
840	m1424
841	m1220
842	m584
843	m1105
844	m710
845	m940
846	u479
847	u890
848	m1295
849	u582
850	m1617
851	m491
852	m906
853	m211
854	u699
855	u128
856	u809
857	u29
858	u453
859	m1677
860	m253
861	u243
862	u254
863	u729
864	m1181
865	m334
866	m1391
867	m1314
868	u533
869	m726
870	u923
871	u642
872	m725
873	m121
874	m1447
875	u44
876	m40
877	u405
878	m1386
879	m1434
880	m1520
881	m854
882	m1107
883	m954
884	m1395
885	m592
886	m13
887	m1628
888	m570
889	m1357
890	m1369
891	m25
892	m558
893	m920
894	u229
895	m559
896	u832
897	m745
898	m1243
899	m1538
900	m343
901	m1392
902	m969
903	u790
904	m1620
905	m461
906	m999
907	m1470
908	m22
909	m1488
910	u629
911	m693
912	m143
913	u410
914	m563
915	u15
916	u873
917	m245
918	m1297
919	m1017
920	m1499
921	u933
922	m743
923	u18
924	m1536
925	m574
926	m1138
927	m1539
928	m522
929	m1629
930	m286
931	u508
932	m902
933	m638
934	m828
935	m1666
936	u134
937	u190
938	u878
939	m309
940	m953
941	m422
942	m317
943	m19
944	u194
945	m312
946	m1502
947	u416
948	u75
949	m675
950	m1552
951	m1446
952	m47
953	u813
954	m553
955	m1648
956	m1263
957	u392
958	m1134
959	m933
960	m889
961	m1358
962	u837
963	m1643
964	m1514
965	m1113
966	u473
967	u424
968	u739
969	m1147
970	u689
971	u687
972	m424
973	u818
974	u105
975	m1207
976	m1564
977	u460
978	m292
979	m893
980	m1127
981	m1118
982	u803
983	m204
984	m660
985	m1398
986	u502
987	m91
988	m545
989	m1072
990	u551
991	u464
992	m642
993	m1210
994	m1641
995	u93
996	u907
997	u117
998	m1542
999	m408
1000	u640
1001	m657
1002	u177
1003	m677
1004	u615
1005	m1651
1006	u692
1007	m1020
1008	u99
1009	m359
1010	u122
1011	m1122
1012	u2
1013	m918
1014	u72
1015	m440
1016	m425
1017	u341
1018	m1438
1019	m1401
1020	u604
1021	u319
1022	m1077
1023	u529
1024	m852
1025	u78
1026	m268
1027	m965
1028	u379
1029	u507
1030	m1294
1031	m395
1032	m200
1033	u158
1034	m1385
1035	m905
1036	m431
1037	u295
1038	m717
1039	m795
1040	m119
1041	u840
1042	u901
1043	m1441
1044	m1675
1045	m1160
1046	u666
1047	u606
1048	u744
1049	m305
1050	m1311
1051	m653
1052	m155
1053	u636
1054	u215
1055	m879
1056	u159
1057	m1266
1058	u246
1059	m1657
1060	m1466
1061	m624
1062	m1463
1063	m150
1064	m31
1065	m1312
1066	u713
1067	m688
1068	m621
1069	m53
1070	m1111
1071	u459
1072	m632
1073	m495
1074	m1328
1075	u14
1076	u579
1077	u738
1078	m79
1079	u85
1080	m451
1081	m380
1082	m254
1083	u649
1084	m174
1085	m1034
1086	u906
1087	m1487
1088	u858
1089	m330
1090	m650
1091	u789
1092	m1027
1093	u74
1094	u107
1095	m6
1096	m990
1097	m1284
1098	m435
1099	m984
1100	m45
1101	m221
1102	u654
1103	u898
1104	u634
1105	m1014
1106	m676
1107	m1366
1108	u34
1109	u317
1110	m1331
1111	m752
1112	m1129
1113	m741
1114	u588
1115	m468
1116	m1652
1117	m406
1118	m17
1119	m383
1120	m1367
1121	m761
1122	m168
1123	m136
1124	m687
1125	u492
1126	m718
1127	u352
1128	m271
1129	m1642
1130	m1601
1131	m1612
1132	m1635
1133	m782
1134	m1057
1135	u685
1136	u404
1137	m715
1138	u160
1139	m458
1140	u827
1141	m1568
1142	u633
1143	u152
1144	u27
1145	u423
1146	m1276
1147	m3
1148	m302
1149	u937
1150	u323
1151	m1242
1152	m641
1153	u340
1154	g17
1155	m1472
1156	u31
1157	u440
1158	u797
1159	m1596
1160	m1307
1161	u725
1162	m721
1163	m1003
1164	m1373
1165	u882
1166	u737
1167	u55
1168	m868
1169	u540
1170	m215
1171	m285
1172	u444
1173	m469
1174	u598
1175	m731
1176	m1068
1177	m723
1178	m1524
1179	u16
1180	m1026
1181	m1414
1182	u676
1183	m538
1184	m480
1185	u724
1186	u829
1187	m293
1188	u486
1189	u862
1190	m588
1191	u346
1192	u722
1193	m1430
1194	u623
1195	u684
1196	m818
1197	m1291
1198	m1268
1199	m1278
1200	m1569
1201	m1016
1202	m374
1203	u294
1204	m904
1205	u776
1206	u115
1207	u573
1208	m1344
1209	m492
1210	m64
1211	m1249
1212	u166
1213	m499
1214	g13
1215	m575
1216	m193
1217	m755
1218	m1479
1219	u276
1220	m614
1221	u240
1222	u372
1223	m671
1224	m1299
1225	u129
1226	u296
1227	u315
1228	m1545
1229	m56
1230	m1140
1231	u866
1232	m1660
1233	m404
1234	m1124
1235	m1519
1236	m110
1237	u39
1238	m728
1239	m1233
1240	m1171
1241	m1197
1242	m647
1243	m1425
1244	m1561
1245	m934
1246	m770
1247	m1567
1248	m410
1249	u668
1250	u883
1251	u69
1252	m573
1253	u275
1254	m1173
1255	m914
1256	g7
1257	m737
1258	u814
1259	m1075
1260	m1429
1261	m540
1262	m232
1263	m1066
1264	m991
1265	u277
1266	m784
1267	m929
1268	m57
1269	m543
1270	u375
1271	m1615
1272	u368
1273	u586
1274	m1152
1275	u646
1276	u235
1277	u238
1278	u590
1279	m530
1280	u816
1281	u538
1282	m1591
1283	m1550
1284	u808
1285	m1475
1286	u696
1287	u819
1288	m1578
1289	m223
1290	m916
1291	u429
1292	m595
1293	u880
1294	u718
1295	m823
1296	m799
1297	m1195
1298	m446
1299	u349
1300	m418
1301	m263
1302	m413
1303	m1420
1304	u721
1305	m598
1306	m1247
1307	m661
1308	m727
1309	u743
1310	u905
1311	u330
1312	u788
1313	m439
1314	m96
1315	m628
1316	u417
1317	u664
1318	m1108
1319	m419
1320	m1051
1321	m1575
1322	m785
1323	u511
1324	o11
1325	m1293
1326	m269
1327	m952
1328	u781
1329	m1527
1330	u433
1331	u936
1332	m391
1333	m437
1334	m537
1335	m382
1336	u834
1337	u250
1338	m1637
1339	m321
1340	m241
1341	m177
1342	m362
1343	m1213
1344	m1462
1345	o12
1346	m775
1347	m43
1348	m608
1349	m76
1350	m360
1351	u450
1352	m1215
1353	m1450
1354	u822
1355	m816
1356	m1517
1357	m35
1358	m111
1359	m1490
1360	m1627
1361	m9
1362	m602
1363	m1155
1364	m794
1365	u782
1366	g15
1367	u681
1368	u35
1369	u892
1370	u817
1371	m1054
1372	m1350
1373	m381
1374	m572
1375	m1083
1376	u872
1377	m94
1378	m1440
1379	u503
1380	m1046
1381	m1015
1382	u779
1383	m1094
1384	m813
1385	m607
1386	m1362
1387	m1363
1388	u800
1389	u887
1390	u109
1391	u136
1392	m1512
1393	m426
1394	m838
1395	m234
1396	u938
1397	u83
1398	m1547
1399	g5
1400	m15
1401	m14
1402	m1238
1403	m680
1404	m329
1405	m561
1406	u690
1407	m527
1408	u212
1409	m1610
1410	m472
1411	m1315
1412	m1274
1413	u536
1414	m1323
1415	m977
1416	u420
1417	m1566
1418	u7
1419	m778
1420	u916
1421	u731
1422	m1285
1423	m836
1424	m1182
1425	m734
1426	m1267
1427	m124
1428	m1065
1429	u768
1430	m1423
1431	m839
1432	m186
1433	m673
1434	m16
1435	u278
1436	m810
1437	m1678
1438	m236
1439	m1409
1440	u853
1441	m229
1442	u601
1443	m1199
1444	m908
1445	u210
1446	m1549
1447	u706
1448	m1444
1449	u370
1450	m1273
1451	m1645
1452	u767
1453	m385
1454	m162
1455	m1343
1456	m1399
1457	m107
1458	m165
1459	u932
1460	u41
1461	m814
1462	u926
1463	m1099
1464	m960
1465	u763
1466	m240
1467	m1091
1468	u132
1469	g4
1470	u279
1471	m275
1472	u810
1473	g12
1474	m1031
1475	m72
1476	m1223
1477	u216
1478	m630
1479	m1301
1480	m1389
1481	u631
1482	u652
1483	m972
1484	o2
1485	m567
1486	u50
1487	m1351
1488	u632
1489	u19
1490	m60
1491	u589
1492	u535
1493	u697
1494	m1183
1495	u530
1496	u205
1497	m1228
1498	u77
1499	u394
1500	u366
1501	m123
1502	m756
1503	u207
1504	m870
1505	u436
1506	m1507
1507	u469
1508	m709
1509	u600
1510	m346
1511	m1352
1512	u154
1513	u418
1514	u807
1515	u192
1516	u144
1517	m516
1518	m1531
1519	m562
1520	m878
1521	u224
1522	m67
1523	m1179
1524	u622
1525	m1261
1526	u187
1527	m961
1528	u188
1529	g10
1530	u373
1531	m1040
1532	m1572
1533	u301
1534	m1602
1535	m87
1536	m1048
1537	m1224
1538	m590
1539	m955
1540	m189
1541	m1166
1542	m1665
1543	u286
1544	u310
1545	m51
1546	m903
1547	m652
1548	m308
1549	m319
1550	u96
1551	m556
1552	m1421
1553	m217
1554	m147
1555	u344
1556	m1309
1557	m23
1558	u823
1559	m819
1560	m1021
1561	u918
1562	u239
1563	u257
1564	m1417
1565	m636
1566	u847
1567	m106
1568	u463
1569	m197
1570	m1587
1571	m1277
1572	m539
1573	m364
1574	u267
1575	m826
1576	m1029
1577	u929
1578	m243
1579	u328
1580	u434
1581	m416
1582	u119
1583	m720
1584	m1221
1585	m397
1586	m464
1587	m835
1588	u659
1589	m1679
1590	u686
1591	u162
1592	m1426
1593	m1144
1594	m649
1595	m1379
1596	m585
1597	u395
1598	u740
1599	m455
1600	m1478
1601	u663
1602	u26
1603	m1262
1604	u614
1605	m105
1606	m1271
1607	m1334
1608	m1633
1609	u857
1610	m1114
1611	m509
1612	u163
1613	m867
1614	u431
1615	m987
1616	u357
1617	m1410
1618	m151
1619	m706
1620	m135
1621	m192
1622	m1605
1623	m339
1624	m227
1625	m643
1626	m1364
1627	m1489
1628	u524
1629	m8
1630	m213
1631	u755
1632	u736
1633	u915
1634	m846
1635	u12
1636	m623
1637	m442
1638	m262
1639	m579
1640	m283
1641	u735
1642	m804
1643	u36
1644	u42
1645	m195
1646	m935
1647	u438
1648	m465
1649	m297
1650	u773
1651	u125
1652	m1374
1653	u754
1654	m1255
1655	u58
1656	m415
1657	u287
1658	m237
1659	u474
1660	u638
1661	m1451
1662	m517
1663	u539
1664	m226
1665	m1172
1666	m62
1667	m524
1668	m1154
1669	m191
1670	m453
1671	u314
1672	m1193
1673	u893
1674	m1529
1675	u130
1676	u940
1677	u553
1678	u82
1679	o3
1680	m1579
1681	m1600
1682	u653
1683	m97
1684	u415
1685	m689
1686	u850
1687	m533
1688	u168
1689	m27
1690	m730
1691	u145
1692	u504
1693	m714
1694	m1461
1695	u176
1696	m284
1697	u114
1698	m801
1699	m1198
1700	u241
1701	u472
1702	m132
1703	m898
1704	u756
1705	m454
1706	m776
1707	m163
1708	m1346
1709	m1049
1710	m37
1711	m44
1712	m1618
1713	u709
1714	u9
1715	u268
1716	m152
1717	m876
1718	m1226
1719	u585
1720	u244
1721	m833
1722	m228
1723	m389
1724	u135
1725	m167
1726	u912
1727	u203
1728	m1481
1729	u619
1730	m1387
1731	u879
1732	u59
1733	m172
1734	m466
1735	u25
1736	u68
1737	u91
1738	m1432
1739	u930
1740	m1212
1741	m619
1742	m83
1743	u844
1744	m393
1745	m46
1746	m331
1747	m1298
1748	m1300
1749	u264
1750	u568
1751	m149
1752	u480
1753	u520
1754	u801
1755	u733
1756	m910
1757	u695
1758	g16
1759	m39
1760	m959
1761	u716
1762	m1230
1763	m973
1764	u712
1765	m855
1766	m825
1767	m1671
1768	g2
1769	m370
1770	m1319
1771	m970
1772	m256
1773	m1126
1774	m857
1775	m967
1776	m303
1777	u47
1778	m357
1779	m749
1780	u851
1781	m1634
1782	m665
1783	u476
1784	m505
1785	u174
1786	m1339
1787	m84
1788	u871
1789	u57
1790	m412
1791	u108
1792	m1133
1793	m1406
1794	u448
1795	u308
1796	m1443
1797	u521
1798	u757
1799	m1019
1800	m1589
1801	m1018
1802	u532
1803	g6
1804	m771
1805	m1175
1806	m686
1807	m1590
1808	m631
1809	m1189
1810	m1149
1811	u40
1812	u780
1813	m1583
1814	u704
1815	m1638
1816	m1125
1817	m277
1818	m1030
1819	m166
1820	u259
1821	u927
1822	m184
1823	m1557
1824	m156
1825	m463
1826	m606
1827	u587
1828	m1460
1829	m1100
1830	m144
1831	m1087
1832	m488
1833	m1368
1834	m282
1835	u137
1836	u403
1837	m1067
1838	u599
1839	m783
1840	u514
1841	u200
1842	m781
1843	m811
1844	m299
1845	u522
1846	u173
1847	m859
1848	u487
1849	u605
1850	m554
1851	u491
1852	u922
1853	m187
1854	u557
1855	m1394
1856	m555
1857	u581
1858	u759
1859	m1257
1860	u157
1861	u770
1862	m546
1863	m99
1864	m1117
1865	m1037
1866	m513
1867	m398
1868	u343
1869	u393
1870	u452
1871	u884
1872	m1296
1873	o20
1874	m1012
1875	m1009
1876	u457
1877	u742
1878	m1681
1879	m1593
1880	u609
1881	m327
1882	m447
1883	u231
1884	u398
1885	u758
1886	m432
1887	m674
1888	u909
1889	u32
1890	m1457
1891	m1231
1892	m1055
1893	m323
1894	m881
1895	m173
1896	m521
1897	m1101
1898	m473
1899	u326
1900	u517
1901	m800
1902	m1209
1903	u377
1904	m571
1905	m514
1906	m869
1907	m140
1908	m125
1909	m407
1910	m30
1911	u734
1912	u943
1913	m1682
1914	m1326
1915	m1465
1916	u103
1917	m1305
1918	m59
1919	m1317
1920	o19
1921	m792
1922	m1227
1923	m926
1924	m909
1925	u5
1926	m1469
1927	m1555
1928	m1404
1929	u73
1930	u931
1931	m7
1932	m1577
1933	m401
1934	m18
1935	m594
1936	m806
1937	u217
1938	m1306
1939	m304
1940	m1103
1941	m444
1942	m948
1943	u876
1944	m1136
1945	u726
1946	m882
1947	u595
1948	m1533
1949	u746
1950	m337
1951	m450
1952	m700
1953	m438
1954	m133
1955	m1623
1956	m1381
1957	m525
1958	m622
1959	m1336
1960	m1515
1961	m1380
1962	m1184
1963	m507
1964	u204
1965	u443
1966	u478
1967	u531
1968	u602
1969	u412
1970	u106
1971	m290
1972	m932
1973	u727
1974	m196
1975	m746
1976	m1059
1977	m1128
1978	m560
1979	m1308
1980	u283
1981	m1252
1982	u329
1983	m872
1984	u751
1985	m1292
1986	m423
1987	u877
1988	u388
1989	m512
1990	m1318
1991	u621
1992	m313
1993	m1609
1994	m289
1995	u414
1996	m1442
1997	m181
1998	m1532
1999	u571
2000	m1407
2001	m885
2002	m769
2003	u597
2004	u90
2005	m1597
2006	u94
2007	m1239
2008	m659
2009	m1626
2010	m1222
2011	u643
2012	u771
2013	m712
2014	u719
2015	u183
2016	m34
2017	m1246
2018	u831
2019	u71
2020	m1530
2021	u258
2022	m377
2023	m896
2024	m667
2025	u864
2026	m1516
2027	m740
2028	m1672
2029	m205
2030	m1563
2031	u707
2032	m474
2033	u265
2034	m506
2035	m1656
2036	u86
2037	u202
2038	m21
2039	m803
2040	m154
2041	u263
2042	m459
2043	m1396
2044	u627
2045	m1412
2046	m358
2047	m1162
2048	m754
2049	m1484
2050	m791
2051	m1411
2052	u867
2053	g8
2054	m63
2055	m1668
2056	m449
2057	u332
2058	m1135
2059	m1335
2060	m1653
2061	m1060
2062	g3
2063	o14
2064	u97
2065	m1340
2066	u101
2067	u490
2068	m1624
2069	m365
2070	m1279
2071	u185
2072	m915
2073	m853
2074	m796
2075	m483
2076	m670
2077	u786
2078	u61
2079	m131
2080	m691
2081	m849
2082	m922
2083	m500
2084	u563
2085	u913
2086	m541
2087	u304
2088	o5
2089	u570
2090	m729
2091	m939
2092	m1452
2093	u233
2094	u201
2095	m1041
2096	u430
2097	m190
2098	m288
2099	u64
2100	m843
2101	m768
2102	m1522
2103	u95
2104	m33
2105	u289
2106	m1405
2107	u13
2108	m1216
2109	m669
2110	m1513
2111	u164
2112	m1086
2113	m369
2114	u848
2115	m311
2116	m978
2117	m176
2118	u227
2119	m1365
2120	m1680
2121	m127
2122	m130
2123	u182
2124	u792
2125	u569
2126	u143
2127	m1005
2128	u772
2129	m42
2130	u325
2131	u856
2132	m989
2133	u369
2134	o4
2135	u371
2136	m420
2137	m941
2138	u694
2139	m1063
2140	m129
2141	u408
2142	u677
2143	u387
2144	u111
2145	m103
2146	u688
2147	m937
2148	m1241
2149	m361
2150	m128
2151	m1650
2152	m428
2153	m349
2154	m757
2155	m78
2156	m1337
2157	u870
2158	m964
2159	m1073
2160	m1639
2161	u942
2162	m1673
2163	m1081
2164	u338
2165	m593
2166	m895
2167	u527
2168	m639
2169	m1164
2170	u362
2171	m773
2172	u208
2173	m287
2174	m1498
2175	m1528
2176	m569
2177	m874
2178	u290
2179	u401
2180	u467
2181	m98
2182	m1448
2183	m1345
2184	o1
2185	m182
2186	m457
2187	m1157
2188	m1342
2189	u400
2190	m1558
2191	u297
2192	u280
2193	u428
2194	m866
2195	m1191
2196	m89
2197	m694
2198	m1097
2199	u894
2200	m24
2201	u572
2202	m208
2203	m672
2204	m1161
2205	m1043
2206	m134
2207	u552
2208	u839
2209	m1056
2210	u189
2211	m1664
2212	m477
2213	m552
2214	m1433
2215	m333
2216	m384
2217	m724
2218	u337
2219	u505
2220	m662
2221	u186
2222	m218
2223	m1076
2224	u222
2225	u121
2226	u269
2227	m655
2228	m696
2229	u123
2230	m270
2231	o8
2232	u728
2233	u456
2234	u651
2235	m421
2236	m281
2237	m1033
2238	m615
2239	m763
2240	m1237
2241	m1121
2242	u153
2243	m1459
2244	u445
2245	m848
2246	u560
2247	m1000
2248	m462
2249	m5
2250	m68
2251	u112
2252	u471
2253	m65
2254	u680
2255	u92
2256	u717
2257	u889
2258	m844
2259	m1151
2260	m1544
2261	u284
2262	m580
2263	m587
2264	m1001
2265	m1540
2266	u167
2267	m399
2268	u331
2269	m66
2270	m1574
2271	m101
2272	u11
2273	u548
2274	m777
2275	m974
2276	u236
2277	m324
2278	m1039
2279	m1321
2280	u545
2281	m1523
2282	m1204
2283	u935
2284	m856
2285	m1556
2286	m180
2287	m620
2288	u672
2289	m69
2290	u761
2291	m880
2292	m433
2293	m58
2294	u855
2295	m1110
2296	u528
2297	m202
2298	m353
2299	m1403
2300	u784
2301	u897
2302	u635
2303	m921
2304	u245
2305	u741
2306	u650
2307	u292
2308	m716
2309	m1491
2310	u550
2311	m1408
2312	m216
2313	m917
2314	u483
2315	u899
2316	m1203
2317	m1541
2318	u778
2319	u921
2320	m875
2321	o10
2322	m1560
2323	m77
2324	m1654
2325	u674
2326	u683
2327	u849
2328	m1219
2329	u764
2330	m821
2331	m645
2332	u665
2333	u303
2334	m864
2335	m1592
2336	m258
2337	m338
2338	m352
2339	m493
2340	m519
2341	m832
2342	m1659
2343	u919
2344	u198
2345	m29
2346	m441
2347	m685
2348	u356
2349	m666
2350	u60
2351	u607
2352	m1036
2353	u673
2354	m1402
2355	m1229
2356	m1163
2357	m1329
2358	u360
2359	m452
2360	m1139
2361	u544
2362	u753
2363	m531
2364	m363
2365	m1418
2366	u421
2367	m1586
2368	m1347
2369	m651
2370	u147
2371	m603
2372	m976
2373	u465
2374	u458
2375	m1142
2376	u17
2377	u482
2378	m1603
2379	m678
2380	u656
2381	m997
2382	u843
2383	u232
2384	m487
2385	u21
2386	u498
2387	u230
2388	m1200
2389	m1431
2390	m736
2391	m605
2392	m219
2393	m1
